OID,ident,lat,long,id,alt,gs,time,heading
-1,,34.02521,-118.6165,CPZ6060,9900,306,11/07/2016 05:01:00,96
-1,,38.3575,-119.93583,EJA946,30100,516,11/07/2016 05:01:05,80
-1,,34.27778,-118.66889,SKW5977,42531,318,11/07/2016 05:01:05,350
-1,,34.36395,-117.4045,THT8,20500,465,11/07/2016 05:01:07,49
-1,,34.02214,-118.5841,CPZ6060,9400,304,11/07/2016 05:01:15,96
-1,,38.24583,-116.89757,DAL430,34000,391,11/07/2016 05:01:21,250
-1,,38.09335,-120.4355,AAL103,33200,509,11/07/2016 05:01:27,79
-1,,38.08889,-120.45139,AAL103,33100,513,11/07/2016 05:01:29,79
-1,,34.02003,-118.5614,CPZ6060,9000,304,11/07/2016 05:01:30,96
-1,,34.40698,-117.3457,THT8,21100,469,11/07/2016 05:01:37,48
-1,,33.82269,-118.8152,JAL65,29500,501,11/07/2016 05:01:41,312
-1,,35.67861,-119.98889,DPJ613,31000,378,11/07/2016 05:01:42,164
-1,,38.23475,-116.95012,DAL430,34000,392,11/07/2016 05:01:44,261
-1,,34.01749,-118.5352,CPZ6060,8600,302,11/07/2016 05:01:45,96
-1,,34.01491,-118.5087,CPZ6060,8200,299,11/07/2016 05:02:00,96
-1,,38.38028,-119.75111,EJA946,31300,525,11/07/2016 05:02:06,81
-1,,34.36694,-118.68778,SKW5977,42531,322,11/07/2016 05:02:07,350
-1,,34.44983,-117.2871,THT8,21600,471,11/07/2016 05:02:07,48
-1,,34.01274,-118.4859,CPZ6060,7900,295,11/07/2016 05:02:15,96
-1,,38.11981,-120.2578,AAL103,34400,507,11/07/2016 05:02:27,79
-1,,38.115,-120.27694,AAL103,34300,509,11/07/2016 05:02:31,79
-1,,38.2199,-117.06816,DAL430,34000,394,11/07/2016 05:02:36,260
-1,,35.56333,-119.90778,DPJ613,29700,398,11/07/2016 05:02:43,150
-1,,34.50052,-117.2176,THT8,22100,479,11/07/2016 05:02:43,48
-1,,33.92359,-118.9539,JAL65,31500,494,11/07/2016 05:02:44,311
-1,,33.92083,-118.95028,JAL65,31400,498,11/07/2016 05:02:45,312
-1,,34.01729,-118.4239,CPZ6060,6800,291,11/07/2016 05:02:54,81
-1,,38.40583,-119.56861,EJA946,33200,525,11/07/2016 05:03:08,80
-1,,34.0204,-118.3974,CPZ6060,6200,286,11/07/2016 05:03:09,81
-1,,34.47583,-118.71139,SKW5977,42531,328,11/07/2016 05:03:09,350
-1,,38.13736,-120.1387,AAL103,35000,402,11/07/2016 05:03:24,259
-1,,34.02301,-118.3753,CPZ6060,5800,283,11/07/2016 05:03:24,81
-1,,34.02526,-118.3561,CPZ6060,5400,281,11/07/2016 05:03:39,82
-1,,34.58361,-117.1034,THT8,23000,486,11/07/2016 05:03:43,48
-1,,35.47194,-119.82611,DPJ613,28200,402,11/07/2016 05:03:45,144
-1,,34.01688,-119.0829,JAL65,32900,491,11/07/2016 05:03:46,311
-1,,34.02805,-118.3284,CPZ6060,4900,275,11/07/2016 05:03:54,83
-1,,38.16046,-119.9808,AAL103,35800,512,11/07/2016 05:04:03,79
-1,,38.18917,-117.25889,DAL430,34000,392,11/07/2016 05:04:08,260
-1,,34.02992,-118.3064,CPZ6060,4400,274,11/07/2016 05:04:09,83
-1,,38.42972,-119.38083,EJA946,34400,518,11/07/2016 05:04:10,81
-1,,34.57278,-118.74444,SKW5977,42531,360,11/07/2016 05:04:12,344
-1,,34.06137,-119.1445,JAL65,33600,489,11/07/2016 05:04:16,311
-1,,34.03197,-118.2853,CPZ6060,4100,273,11/07/2016 05:04:24,83
-1,,38.17401,-119.88796,AAL103,36000,514,11/07/2016 05:04:33,80
-1,,34.03453,-118.2606,CPZ6060,4000,271,11/07/2016 05:04:39,83
-1,,34.67867,-116.9722,THT8,24300,486,11/07/2016 05:04:44,48
-1,,34.10376,-119.2033,JAL65,34300,488,11/07/2016 05:04:46,311
-1,,35.37944,-119.74611,DPJ613,26700,402,11/07/2016 05:04:47,145
-1,,34.03693,-118.2365,CPZ6060,4000,271,11/07/2016 05:04:55,83
-1,,38.16972,-117.38528,DAL430,34000,393,11/07/2016 05:04:59,259
-1,,34.03926,-118.2136,CPZ6060,4000,274,11/07/2016 05:05:10,83
-1,,38.45778,-119.15806,EJA946,35000,535,11/07/2016 05:05:11,81
-1,,34.67278,-118.79694,SKW5977,42531,387,11/07/2016 05:05:14,336
-1,,34.72485,-116.9083,THT8,24700,490,11/07/2016 05:05:14,48
-1,,34.04146,-118.1924,CPZ6060,3800,268,11/07/2016 05:05:25,82
-1,,38.19806,-119.71167,AAL103,36000,510,11/07/2016 05:05:36,80
-1,,38.19634,-119.73157,AAL103,36100,512,11/07/2016 05:05:38,80
-1,,34.04393,-118.1693,CPZ6060,3600,262,11/07/2016 05:05:40,82
-1,,34.77075,-116.8447,THT8,25100,492,11/07/2016 05:05:44,48
-1,,34.19057,-119.3239,JAL65,35400,484,11/07/2016 05:05:46,311
-1,,35.28806,-119.66833,DPJ613,25200,401,11/07/2016 05:05:48,145
-1,,34.18861,-119.32111,JAL65,35400,488,11/07/2016 05:05:51,311
-1,,38.15306,-117.50611,DAL430,34000,395,11/07/2016 05:06:01,260
-1,,34.04752,-118.133,CPZ6060,3100,235,11/07/2016 05:06:06,83
-1,,38.48417,-118.96139,EJA946,35000,559,11/07/2016 05:06:13,80
-1,,34.77667,-118.84917,SKW5977,42531,396,11/07/2016 05:06:16,338
-1,,34.80692,-116.7946,THT8,25600,493,11/07/2016 05:06:16,48
-1,,38.21715,-119.5819,AAL103,36700,506,11/07/2016 05:06:20,79
-1,,34.04897,-118.1145,CPZ6060,2800,224,11/07/2016 05:06:21,85
-1,,38.1416,-117.58521,DAL430,34000,399,11/07/2016 05:06:24,261
-1,,34.04612,-118.0955,CPZ6060,2700,219,11/07/2016 05:06:37,113
-1,,34.86685,-116.7112,THT8,25900,501,11/07/2016 05:06:47,48
-1,,35.20139,-119.59389,DPJ613,24000,390,11/07/2016 05:06:50,145
-1,,38.23251,-119.47423,AAL103,37000,505,11/07/2016 05:06:54,80
-1,,34.03368,-118.0831,CPZ6060,2600,213,11/07/2016 05:06:54,162
-1,,34.01553,-118.07997,CPZ6060,2600,214,11/07/2016 05:07:11,183
-1,,38.50833,-118.75944,EJA946,35000,575,11/07/2016 05:07:15,81
-1,,34.91199,-116.6483,THT8,26300,502,11/07/2016 05:07:17,48
-1,,34.88944,-118.89361,SKW5977,42531,412,11/07/2016 05:07:18,342
-1,,38.24579,-119.3804,AAL103,37000,502,11/07/2016 05:07:27,79
-1,,34.00328,-118.08554,CPZ6060,2600,204,11/07/2016 05:07:27,224
-1,,38.11835,-117.74562,DAL430,34000,400,11/07/2016 05:07:33,260
-1,,34.96217,-116.5786,THT8,26800,503,11/07/2016 05:07:49,48
-1,,35.11583,-119.52139,DPJ613,24000,380,11/07/2016 05:07:52,145
-1,,33.98341,-118.115,CPZ6060,2600,191,11/07/2016 05:07:59,237
-1,,34.41481,-119.5722,JAL65,37600,484,11/07/2016 05:07:59,320
-1,,33.9792,-118.1304,CPZ6060,2600,178,11/07/2016 05:08:15,264
-1,,38.53361,-118.55611,EJA946,35000,580,11/07/2016 05:08:16,81
-1,,35.02722,-118.93778,SKW5977,42531,424,11/07/2016 05:08:21,345
-1,,35.01306,-116.5135,THT8,27600,497,11/07/2016 05:08:21,45
-1,,34.45522,-119.6134,JAL65,37900,484,11/07/2016 05:08:29,320
-1,,38.27176,-119.1968,AAL103,37000,502,11/07/2016 05:08:32,79
-1,,33.97843,-118.1437,CPZ6060,2600,177,11/07/2016 05:08:33,266
-1,,38.27333,-119.18306,AAL103,37000,505,11/07/2016 05:08:41,79
-1,,38.09226,-117.92356,DAL430,34000,398,11/07/2016 05:08:50,259
-1,,33.97662,-118.1638,CPZ6060,2600,177,11/07/2016 05:08:51,263
-1,,35.02972,-119.44833,DPJ613,22400,379,11/07/2016 05:08:53,145
-1,,35.06356,-116.4514,THT8,28100,494,11/07/2016 05:08:54,45
-1,,34.51625,-119.6756,JAL65,38000,483,11/07/2016 05:09:00,320
-1,,33.97472,-118.1808,CPZ6060,2600,175,11/07/2016 05:09:07,263
-1,,38.55778,-118.35389,EJA946,35700,581,11/07/2016 05:09:18,81
-1,,33.97316,-118.19484,CPZ6060,2600,177,11/07/2016 05:09:22,263
-1,,34.97972,-119.40528,DPJ613,21100,376,11/07/2016 05:09:23,145
-1,,35.14222,-118.97694,SKW5977,42531,427,11/07/2016 05:09:23,345
-1,,38.07945,-118.01024,DAL430,34000,396,11/07/2016 05:09:28,259
-1,,33.97165,-118.2099,CPZ6060,2600,178,11/07/2016 05:09:37,264
-1,,38.29745,-119.01316,AAL103,37000,502,11/07/2016 05:09:38,80
-1,,33.97019,-118.2243,CPZ6060,2600,177,11/07/2016 05:09:52,264
-1,,35.16115,-116.33,THT8,29000,495,11/07/2016 05:09:54,45
-1,,38.06964,-118.0766,DAL430,34000,397,11/07/2016 05:09:58,260
-1,,34.61278,-119.77444,JAL65,38000,484,11/07/2016 05:10:00,320
-1,,35.15306,-116.33556,THT8,29000,494,11/07/2016 05:10:00,45
-1,,34.62776,-119.7895,JAL65,38000,481,11/07/2016 05:10:04,320
-1,,33.96856,-118.2403,CPZ6060,2600,175,11/07/2016 05:10:07,263
-1,,38.30905,-118.9286,AAL103,37000,501,11/07/2016 05:10:09,80
-1,,38.5822,-118.15389,EJA946,36700,578,11/07/2016 05:10:20,81
-1,,35.21008,-116.2687,THT8,29500,495,11/07/2016 05:10:24,45
-1,,34.89611,-119.33444,DPJ613,19100,372,11/07/2016 05:10:25,145
-1,,35.25722,-119.01694,SKW5977,42531,427,11/07/2016 05:10:25,344
-1,,33.96579,-118.2666,CPZ6060,2400,170,11/07/2016 05:10:35,263
-1,,33.96446,-118.28,CPZ6060,2100,163,11/07/2016 05:10:50,263
-1,,35.3,-116.2128,THT8,29800,495,11/07/2016 05:10:54,45
-1,,38.04991,-118.2089,DAL430,34000,394,11/07/2016 05:10:58,260
-1,,33.96307,-118.2937,CPZ6060,1900,159,11/07/2016 05:11:05,264
-1,,34.72993,-119.8944,JAL65,38000,486,11/07/2016 05:11:06,320
-1,,38.33444,-118.73306,AAL103,37000,500,11/07/2016 05:11:11,80
-1,,38.33716,-118.72041,AAL103,37000,504,11/07/2016 05:11:14,80
-1,,33.96177,-118.3066,CPZ6060,1700,149,11/07/2016 05:11:20,263
-1,,35.30182,-116.15341,THT8,30300,489,11/07/2016 05:11:20,47
-1,,38.6075,-117.93444,EJA946,37800,573,11/07/2016 05:11:21,82
-1,,34.81444,-119.26583,DPJ613,17100,364,11/07/2016 05:11:27,146
-1,,35.37111,-119.065,SKW5977,42531,432,11/07/2016 05:11:27,341
-1,,38.03965,-118.2773,DAL430,34000,394,11/07/2016 05:11:34,260
-1,,33.96057,-118.3185,CPZ6060,1500,137,11/07/2016 05:11:35,264
-1,,34.78164,-119.9476,JAL65,38000,487,11/07/2016 05:11:36,320
-1,,38.3494,-118.6311,AAL103,37000,498,11/07/2016 05:11:47,80
-1,,33.95943,-118.3299,CPZ6060,1300,133,11/07/2016 05:11:50,263
-1,,33.95823,-118.341,CPZ6060,1200,131,11/07/2016 05:12:05,263
-1,,38.02693,-118.3616,DAL430,34000,394,11/07/2016 05:12:06,260
-1,,34.8335,-120.0011,JAL65,38000,487,11/07/2016 05:12:07,320
-1,,38.36275,-118.5283,AAL103,37000,508,11/07/2016 05:12:19,80
-1,,33.95732,-118.35072,CPZ6060,1000,129,11/07/2016 05:12:20,267
-1,,35.39576,-116.035,THT8,31100,490,11/07/2016 05:12:21,46
-1,,38.63,-117.73694,EJA946,38800,565,11/07/2016 05:12:23,82
-1,,34.73778,-119.20083,DPJ613,15100,347,11/07/2016 05:12:30,145
-1,,35.47778,-119.11944,SKW5977,42531,423,11/07/2016 05:12:30,337
-1,,34.85171,-120.0199,JAL65,38000,371,11/07/2016 05:12:33,142
-1,,33.95618,-118.3626,CPZ6060,800,128,11/07/2016 05:12:36,264
-1,,38.0143,-118.445,DAL430,34000,397,11/07/2016 05:12:40,260
-1,,38.37329,-118.4489,AAL103,37000,501,11/07/2016 05:12:49,80
-1,,33.95499,-118.3732,CPZ6060,700,127,11/07/2016 05:12:51,263
-1,,35.44583,-115.9719,THT8,31700,487,11/07/2016 05:12:52,45
-1,,38.0038,-118.514,DAL430,34000,396,11/07/2016 05:13:10,260
-1,,34.9579,-120.1296,JAL65,38000,488,11/07/2016 05:13:16,320
-1,,35.49129,-115.9149,THT8,32200,481,11/07/2016 05:13:22,45
-1,,38.65167,-117.54306,EJA946,39800,554,11/07/2016 05:13:24,82
-1,,34.66611,-119.14,DPJ613,13300,328,11/07/2016 05:13:32,145
-1,,35.60944,-119.18722,SKW5977,42531,423,11/07/2016 05:13:32,337
-1,,38.39472,-118.27917,AAL103,37000,503,11/07/2016 05:13:49,80
-1,,35.53784,-115.8564,THT8,32600,478,11/07/2016 05:13:52,45
-1,,38.40206,-118.2297,AAL103,37000,502,11/07/2016 05:14:01,80
-1,,37.98583,-118.63139,DAL430,34000,395,11/07/2016 05:14:14,260
-1,,38.0008,-118.5336,DAL430,34000,396,11/07/2016 05:14:17,258
-1,,35.06817,-120.244,JAL65,38000,491,11/07/2016 05:14:22,320
-1,,35.58239,-115.8003,THT8,32900,476,11/07/2016 05:14:22,45
-1,,38.67333,-117.34972,EJA946,40800,551,11/07/2016 05:14:26,82
-1,,38.40953,-118.17245,AAL103,37000,500,11/07/2016 05:14:32,81
-1,,34.58111,-119.06667,DPJ613,11600,317,11/07/2016 05:14:34,145
-1,,35.72417,-119.24667,SKW5977,42531,438,11/07/2016 05:14:34,337
-1,,35.61702,-115.7566,THT8,33000,478,11/07/2016 05:14:42,45
-1,,37.9654,-118.7639,DAL430,34000,395,11/07/2016 05:15:00,259
-1,,38.425,-118.0516,AAL103,37000,502,11/07/2016 05:15:04,80
-1,,35.66373,-115.6975,THT8,33000,485,11/07/2016 05:15:12,45
-1,,35.17534,-120.3556,JAL65,38000,488,11/07/2016 05:15:22,320
-1,,38.69972,-117.15722,EJA946,41000,548,11/07/2016 05:15:28,80
-1,,38.43622,-117.9635,AAL103,37000,503,11/07/2016 05:15:34,80
-1,,34.50917,-119.00944,DPJ613,11000,309,11/07/2016 05:15:36,147
-1,,35.84667,-119.30917,SKW5977,42531,462,11/07/2016 05:15:36,338
-1,,37.48846,-122.3657,SWA2286,18600,406,11/07/2016 05:15:43,104
-1,,35.70351,-115.6471,THT8,33000,490,11/07/2016 05:15:43,45
-1,,37.949,-118.8698,DAL430,34000,398,11/07/2016 05:15:46,258
-1,,38.44652,-117.8822,AAL103,37000,504,11/07/2016 05:16:04,80
-1,,34.30984,-117.7671,UAL653,20800,465,11/07/2016 05:16:11,55
-1,,37.47455,-122.3002,SWA2286,19900,416,11/07/2016 05:16:13,105
-1,,35.75933,-115.5762,THT8,33000,494,11/07/2016 05:16:13,46
-1,,37.94046,-118.9246,DAL430,34000,399,11/07/2016 05:16:16,259
-1,,35.91806,-119.34639,SKW5977,42531,471,11/07/2016 05:16:17,337
-1,,37.91722,-121.45694,UAL834,18500,456,11/07/2016 05:16:25,74
-1,,35.28911,-120.4745,JAL65,38000,492,11/07/2016 05:16:28,320
-1,,38.72972,-116.96167,EJA946,41000,551,11/07/2016 05:16:29,79
-1,,35.27111,-120.45583,JAL65,38000,489,11/07/2016 05:16:29,320
-1,,34.46917,-118.92361,DPJ613,11000,326,11/07/2016 05:16:39,120
-1,,35.80565,-115.5174,THT8,33000,500,11/07/2016 05:16:43,46
-1,,34.33745,-117.7177,UAL653,21400,473,11/07/2016 05:16:43,56
-1,,38.45805,-117.7916,AAL103,37000,505,11/07/2016 05:16:45,80
-1,,38.74583,-116.84306,EJA946,41000,556,11/07/2016 05:16:59,80
-1,,35.33827,-120.526,JAL65,38000,492,11/07/2016 05:16:59,320
-1,,35.85658,-115.4526,THT8,33100,501,11/07/2016 05:17:13,46
-1,,34.38493,-117.6323,UAL653,22300,478,11/07/2016 05:17:14,56
-1,,37.9189,-119.0615,DAL430,34000,397,11/07/2016 05:17:16,258
-1,,37.44141,-122.1546,SWA2286,22600,430,11/07/2016 05:17:16,106
-1,,36.06556,-119.42222,SKW5977,42531,478,11/07/2016 05:17:18,337
-1,,37.96194,-121.30278,UAL834,20500,463,11/07/2016 05:17:27,70
-1,,35.39209,-120.5825,JAL65,38000,492,11/07/2016 05:17:29,320
-1,,34.47,-118.81611,DPJ613,9900,325,11/07/2016 05:17:41,89
-1,,34.421,-117.567,UAL653,22900,482,11/07/2016 05:17:44,56
-1,,38.48778,-117.55833,AAL103,37000,502,11/07/2016 05:17:55,80
-1,,38.775,-116.64472,EJA946,41000,561,11/07/2016 05:18:01,79
-1,,35.45125,-120.64478,JAL65,38000,491,11/07/2016 05:18:03,319
-1,,38.49033,-117.5331,AAL103,37000,503,11/07/2016 05:18:04,81
-1,,35.94562,-115.3388,THT8,33100,505,11/07/2016 05:18:13,46
-1,,34.45731,-117.5011,UAL653,23600,486,11/07/2016 05:18:15,56
-1,,37.89543,-119.2102,DAL430,34000,402,11/07/2016 05:18:16,259
-1,,37.40707,-122.0045,SWA2286,24900,451,11/07/2016 05:18:17,105
-1,,36.18194,-119.48417,SKW5977,42531,466,11/07/2016 05:18:20,337
-1,,38.02778,-121.16306,UAL834,22500,466,11/07/2016 05:18:29,59
-1,,38.7925,-116.52556,EJA946,41000,562,11/07/2016 05:18:32,79
-1,,38.50224,-117.4364,AAL103,37000,503,11/07/2016 05:18:34,81
-1,,35.5058,-120.7023,JAL65,38000,491,11/07/2016 05:18:38,320
-1,,34.47361,-118.71222,DPJ613,8800,307,11/07/2016 05:18:43,88
-1,,35.99854,-115.2711,THT8,33100,504,11/07/2016 05:18:43,46
-1,,34.49931,-117.4251,UAL653,24300,491,11/07/2016 05:18:45,56
-1,,38.80417,-116.4475,EJA946,41000,562,11/07/2016 05:19:03,79
-1,,35.56037,-120.7599,JAL65,38000,491,11/07/2016 05:19:08,320
-1,,36.04586,-115.2103,THT8,33000,506,11/07/2016 05:19:13,46
-1,,34.53804,-117.3551,UAL653,24900,495,11/07/2016 05:19:16,56
-1,,37.37018,-121.843,SWA2286,27000,469,11/07/2016 05:19:17,106
-1,,37.87318,-119.3497,DAL430,34000,401,11/07/2016 05:19:18,259
-1,,36.2975,-119.54472,SKW5977,42531,458,11/07/2016 05:19:22,337
-1,,38.09278,-121.02028,UAL834,24500,466,11/07/2016 05:19:30,60
-1,,35.6147,-120.81741,JAL65,38000,491,11/07/2016 05:19:38,319
-1,,36.09508,-115.147,THT8,33100,503,11/07/2016 05:19:43,46
-1,,34.47472,-118.62389,DPJ613,7600,271,11/07/2016 05:19:45,89
-1,,34.57416,-117.2883,UAL653,25400,498,11/07/2016 05:19:46,57
-1,,38.5175,-117.20167,AAL103,37000,499,11/07/2016 05:19:59,81
-1,,38.83222,-116.24917,EJA946,41000,562,11/07/2016 05:20:05,80
-1,,35.66881,-120.8747,JAL65,38000,490,11/07/2016 05:20:08,320
-1,,36.14584,-115.0817,THT8,33000,505,11/07/2016 05:20:13,46
-1,,34.6148,-117.2129,UAL653,26000,500,11/07/2016 05:20:16,56
-1,,37.33224,-121.6775,SWA2286,29000,482,11/07/2016 05:20:20,106
-1,,37.85222,-119.47917,DAL430,34000,400,11/07/2016 05:20:23,259
-1,,37.84863,-119.5025,DAL430,34000,398,11/07/2016 05:20:23,259
-1,,36.41611,-119.60639,SKW5977,42531,459,11/07/2016 05:20:23,337
-1,,38.15694,-120.87833,UAL834,26500,466,11/07/2016 05:20:32,60
-1,,35.71289,-120.921,JAL65,38000,491,11/07/2016 05:20:38,322
-1,,36.19711,-115.0155,THT8,33100,504,11/07/2016 05:20:43,46
-1,,34.65367,-117.142,UAL653,26500,503,11/07/2016 05:20:46,56
-1,,34.46528,-118.54222,DPJ613,7000,218,11/07/2016 05:20:48,98
-1,,38.51194,-117.025,AAL103,37000,494,11/07/2016 05:21:00,92
-1,,38.86056,-116.05083,EJA946,41000,563,11/07/2016 05:21:07,80
-1,,35.77391,-120.9742,JAL65,38000,494,11/07/2016 05:21:08,329
-1,,36.24301,-114.9561,THT8,33100,495,11/07/2016 05:21:13,46
-1,,37.295,-121.5158,SWA2286,31200,481,11/07/2016 05:21:20,106
-1,,34.69236,-117.072,UAL653,27000,507,11/07/2016 05:21:20,56
-1,,37.83028,-119.61556,DAL430,34000,399,11/07/2016 05:21:25,259
-1,,36.53444,-119.67028,SKW5977,42531,460,11/07/2016 05:21:25,336
-1,,37.82523,-119.64679,DAL430,34000,395,11/07/2016 05:21:26,259
-1,,38.18694,-120.68722,UAL834,28500,466,11/07/2016 05:21:34,79
-1,,35.81794,-121.0048,JAL65,38000,497,11/07/2016 05:21:41,332
-1,,36.29118,-114.8936,THT8,33100,485,11/07/2016 05:21:43,46
-1,,38.50782,-116.8653,AAL103,37000,494,11/07/2016 05:21:49,92
-1,,34.4,-118.5,DPJ613,6200,202,11/07/2016 05:21:50,147
-1,,34.73959,-116.9876,UAL653,27500,509,11/07/2016 05:21:52,53
-1,,33.85,-116.51667,SKW5490,1200,175,11/07/2016 05:21:59,0
-1,,38.89333,-115.81472,EJA946,41000,562,11/07/2016 05:22:10,80
-1,,35.90492,-121.0633,JAL65,38000,498,11/07/2016 05:22:12,332
-1,,34.76614,-116.9515,UAL653,27900,507,11/07/2016 05:22:13,43
-1,,36.34149,-114.82841,THT8,33000,492,11/07/2016 05:22:15,46
-1,,37.25638,-121.3504,SWA2286,33000,479,11/07/2016 05:22:22,106
-1,,37.80361,-119.77833,DAL430,34000,396,11/07/2016 05:22:26,259
-1,,36.64917,-119.74444,SKW5977,42531,464,11/07/2016 05:22:26,333
-1,,37.80288,-119.7833,DAL430,34000,392,11/07/2016 05:22:27,259
-1,,38.50317,-116.72693,AAL103,37000,494,11/07/2016 05:22:36,94
-1,,38.20389,-120.51944,UAL834,29200,478,11/07/2016 05:22:36,83
-1,,35.96214,-121.1018,JAL65,38000,500,11/07/2016 05:22:43,332
-1,,34.83009,-116.8812,UAL653,28700,505,11/07/2016 05:22:45,42
-1,,36.39924,-114.7533,THT8,33100,490,11/07/2016 05:22:51,46
-1,,33.88333,-116.55,SKW5490,3100,179,11/07/2016 05:22:54,321
-1,,34.35,-118.5,DPJ613,4300,193,11/07/2016 05:22:57,177
-1,,38.92056,-115.61778,EJA946,41000,561,11/07/2016 05:23:12,80
-1,,36.02603,-121.145,JAL65,38000,505,11/07/2016 05:23:13,332
-1,,37.78052,-119.9189,DAL430,34000,391,11/07/2016 05:23:27,259
-1,,36.75639,-119.82944,SKW5977,42531,460,11/07/2016 05:23:28,327
-1,,38.49353,-116.57151,AAL103,37000,492,11/07/2016 05:23:30,94
-1,,37.21446,-121.17436,SWA2286,33000,479,11/07/2016 05:23:30,106
-1,,38.49278,-116.56917,AAL103,37000,492,11/07/2016 05:23:37,94
-1,,38.22306,-120.34222,UAL834,29700,505,11/07/2016 05:23:38,82
-1,,36.07292,-121.1766,JAL65,38000,503,11/07/2016 05:23:43,332
-1,,34.92902,-116.7684,UAL653,29600,507,11/07/2016 05:23:45,48
-1,,33.93333,-116.56667,SKW5490,5300,240,11/07/2016 05:23:54,345
-1,,36.50047,-114.6211,THT8,33000,490,11/07/2016 05:23:56,46
-1,,38.48753,-116.47949,AAL103,37000,491,11/07/2016 05:24:02,94
-1,,37.19491,-121.0901,SWA2286,33000,478,11/07/2016 05:24:02,106
-1,,38.94667,-115.42167,EJA946,41000,560,11/07/2016 05:24:14,80
-1,,36.15447,-121.23168,JAL65,38000,503,11/07/2016 05:24:14,331
-1,,34.98727,-116.68722,UAL653,30000,509,11/07/2016 05:24:21,49
-1,,36.5456,-114.56204,THT8,33000,490,11/07/2016 05:24:26,47
-1,,37.75996,-120.043,DAL430,34000,390,11/07/2016 05:24:30,259
-1,,36.88278,-119.92639,SKW5977,42531,449,11/07/2016 05:24:30,328
-1,,37.17378,-120.9998,SWA2286,33000,478,11/07/2016 05:24:32,106
-1,,38.2425,-120.15778,UAL834,30800,525,11/07/2016 05:24:39,82
-1,,38.48062,-116.36916,AAL103,37000,494,11/07/2016 05:24:40,94
-1,,36.21872,-121.2752,JAL65,38000,503,11/07/2016 05:24:46,332
-1,,35.01952,-116.64196,UAL653,30000,510,11/07/2016 05:24:52,49
-1,,33.95,-116.48333,SKW5490,7300,253,11/07/2016 05:24:54,76
-1,,34.28,-118.49722,DPJ613,2500,142,11/07/2016 05:24:56,178
-1,,36.58827,-114.506,THT8,33000,490,11/07/2016 05:24:57,46
-1,,37.15525,-120.9214,SWA2286,33000,478,11/07/2016 05:25:02,106
-1,,38.97611,-115.21528,EJA946,41000,561,11/07/2016 05:25:16,80
-1,,36.28006,-121.3168,JAL65,38000,505,11/07/2016 05:25:17,332
-1,,35.0825,-116.5548,UAL653,30500,507,11/07/2016 05:25:22,48
-1,,33.97861,-116.46861,SKW5490,7600,253,11/07/2016 05:25:24,23
-1,,36.63484,-114.4449,THT8,33000,491,11/07/2016 05:25:27,46
-1,,37.73667,-120.1825,DAL430,33400,391,11/07/2016 05:25:31,259
-1,,36.98778,-120.01056,SKW5977,42531,449,11/07/2016 05:25:31,327
-1,,37.14789,-120.8899,SWA2286,33000,369,11/07/2016 05:25:31,289
-1,,37.73465,-120.1947,DAL430,33400,394,11/07/2016 05:25:32,259
-1,,38.47083,-116.21972,AAL103,37000,493,11/07/2016 05:25:41,94
-1,,38.26389,-119.97278,UAL834,32200,532,11/07/2016 05:25:41,82
-1,,34.25,-118.48333,DPJ613,1600,117,11/07/2016 05:25:52,159
-1,,35.12389,-116.4981,UAL653,31000,502,11/07/2016 05:25:52,48
-1,,37.12145,-120.7797,SWA2286,33000,482,11/07/2016 05:26:11,106
-1,,36.4038,-121.401,JAL65,38000,502,11/07/2016 05:26:17,332
-1,,39,-115.02389,EJA946,41000,549,11/07/2016 05:26:18,81
-1,,34.05944,-116.48583,SKW5490,10200,270,11/07/2016 05:26:29,350
-1,,36.74222,-114.3107,THT8,33000,492,11/07/2016 05:26:30,40
-1,,37.71181,-120.3299,DAL430,32600,397,11/07/2016 05:26:32,258
-1,,37.71389,-120.31694,DAL430,32700,393,11/07/2016 05:26:33,259
-1,,37.09139,-120.08861,SKW5977,42531,456,11/07/2016 05:26:33,329
-1,,36.73833,-114.31028,THT8,33000,492,11/07/2016 05:26:36,46
-1,,37.10116,-120.6954,SWA2286,33000,482,11/07/2016 05:26:41,106
-1,,38.45944,-116.04694,AAL103,37000,491,11/07/2016 05:26:43,95
-1,,38.28306,-119.79111,UAL834,33600,523,11/07/2016 05:26:43,82
-1,,36.79541,-114.2594,THT8,33100,491,11/07/2016 05:27:00,35
-1,,35.22972,-116.35,UAL653,31000,507,11/07/2016 05:27:03,48
-1,,36.48601,-121.4572,JAL65,38000,504,11/07/2016 05:27:07,332
-1,,37.07524,-120.58921,SWA2286,33000,484,11/07/2016 05:27:11,107
-1,,35.25122,-116.3228,UAL653,31100,508,11/07/2016 05:27:11,48
-1,,39.02528,-114.83111,EJA946,41000,549,11/07/2016 05:27:21,80
-1,,34.11917,-116.52667,SKW5490,12400,256,11/07/2016 05:27:28,331
-1,,37.69135,-120.4702,DAL430,29800,407,11/07/2016 05:27:32,262
-1,,37.69306,-120.45639,DAL430,30100,400,11/07/2016 05:27:35,258
-1,,37.19639,-120.17278,SKW5977,42531,453,11/07/2016 05:27:35,328
-1,,36.56031,-121.5081,JAL65,38000,505,11/07/2016 05:27:38,332
-1,,37.06685,-120.5545,SWA2286,33000,342,11/07/2016 05:27:44,287
-1,,38.44917,-115.87306,AAL103,37000,491,11/07/2016 05:27:45,94
